   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009
   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009
   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009
   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009
   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009
   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009
   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009
   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009
   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009
   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009
   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009
   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009,   0.00009
